SN,CAS Number,Chemical Name,Chemical Grade,Chemical Analysis,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Standardized),Conc 1 Mean Op (Standardized),Conc 1 Mean (Standardized),Conc 1 Min Op (Standardized),Conc Min 1 (Standardized),Conc 1 Max Op (Standardized),Conc 1 Max (Standardized),Conc 1 Units (Standardized),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),BCF 1 Value Op,BCF 1 Value,BCF 1 Min Op,BCF 1 Min,BCF 1 Max Op,BCF 1 Max,BCF 1 Unit,BCF 2 Value Op,BCF 2 Value,BCF 2 Min Op,BCF 2 Min,BCF 2 Max Op,BCF 2 Max,BCF 2 Unit,BCF 3 Value Op,BCF 3 Value,BCF 3 Min Op,BCF 3 Min,BCF 3 Max Op,BCF 3 Max,BCF 3 Unit,Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
SN1872,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,1134,<,0,,4774,AI mg/L,Population,Abundance,EC50,,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1873,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,1469,,81,,2812,AI mg/L,Population,Abundance,EC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1874,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,5892,,4683,,7385,AI mg/L,Population,Population growth rate,EC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1875,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,5661,,5230,,6067,AI mg/L,Population,Population growth rate,EC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1876,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,2146,,1748,,2706,AI mg/L,Population,Abundance,EC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1877,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,5733,,5659,,5817,AI mg/L,Population,Population growth rate,EC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1878,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,2347,,2018,,2707,AI mg/L,Population,Abundance,EC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1879,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,8849,,8656,,9081,AI mg/L,Population,Population growth rate,EC90,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1880,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,7294,,6888,,7673,AI mg/L,Population,Abundance,EC90,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1881,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,7274,,6231,,8204,AI mg/L,Population,Abundance,EC90,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1882,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,9303,,8571,,9664,AI mg/L,Population,Population growth rate,EC90,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1883,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,7390,,7270,,7500,AI mg/L,Population,Abundance,EC90,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1884,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,97.3,Selenastrum capricornutum,Green Algae,Algae,Exponential growth phase (log),NR,,Static,Fresh water,Lab,7,Active ingredient,,6821,,5639,,8187,AI mg/L,Population,Abundance,EC90,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185468,PFBS: A 96-Hour Static Acute Toxicity Test with the Freshwater Alga (Selenastrum capricornutum),"Wildlife International Ltd., Project No. 454A-129:57",2001,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1885,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Daphnia magna,Water Flea,Crustaceans,Neonate,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,,2536,,1707,,3767,AI mg/L,Intoxication,Immobile,EC50,,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185936,"Perfluorobutane Sulfonate, Potassium Salt: (PFBS): A 48-Hour Static Acute Toxicity Test with the Cladoceran (Daphnia magna)","Wildlife International Ltd., Project No. 454A-118A:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR Hour(s) | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1886,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Daphnia magna,Water Flea,Crustaceans,Neonate,<24,Hour(s),Static,Fresh water,Lab,6,Active ingredient,,2183,,1707,,3767,AI mg/L,Intoxication,Immobile,EC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185936,"Perfluorobutane Sulfonate, Potassium Salt: (PFBS): A 48-Hour Static Acute Toxicity Test with the Cladoceran (Daphnia magna)","Wildlife International Ltd., Project No. 454A-118A:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR Hour(s) | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1887,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Americamysis bahia,Opossum Shrimp,Crustaceans,Juvenile,NR,,Static,Salt water,Lab,7,Active ingredient,,540,,450,,643,AI mg/L,Mortality,Mortality,LC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185939,PFBS: A 96-Hour Toxicity Test with the Saltwater Mysid (Mysidopsis bahia),"Wildlife International Ltd., Project No. 454A-128:40 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1888,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Americamysis bahia,Opossum Shrimp,Crustaceans,Juvenile,NR,,Static,Salt water,Lab,7,Active ingredient,,661,,554,,1071,AI mg/L,Mortality,Mortality,LC50,,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185939,PFBS: A 96-Hour Toxicity Test with the Saltwater Mysid (Mysidopsis bahia),"Wildlife International Ltd., Project No. 454A-128:40 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1889,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Americamysis bahia,Opossum Shrimp,Crustaceans,Juvenile,NR,,Static,Salt water,Lab,7,Active ingredient,,441,,362,,533,AI mg/L,Mortality,Mortality,LC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185939,PFBS: A 96-Hour Toxicity Test with the Saltwater Mysid (Mysidopsis bahia),"Wildlife International Ltd., Project No. 454A-128:40 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1890,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Americamysis bahia,Opossum Shrimp,Crustaceans,Juvenile,NR,,Static,Salt water,Lab,7,Active ingredient,,372,,314,,440,AI mg/L,Mortality,Mortality,LC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185939,PFBS: A 96-Hour Toxicity Test with the Saltwater Mysid (Mysidopsis bahia),"Wildlife International Ltd., Project No. 454A-128:40 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1891,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>=97,Danio rerio,Zebra Danio,Fish,Embryo,60,Minutes post-fertilization,Static,Fresh water,Lab,7,Active ingredient,,1529.32,,1316.19,,1776.96,AI mg/L,Multiple,Multiple effects reported as one result,EC50,,5,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Hagenaars,A., L. Vergauwen, W. De Coen, and D. Knapen",152104,Structure-Activity Relationship Assessment of Four Perfluorinated Chemicals Using a Prolonged Zebrafish Early Life Stage Test,Chemosphere82:764-772,2011,Purity:  NR - NR | Organism Age:  NR - NR Minutes post-fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1892,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>99,Danio rerio,Zebra Danio,Fish,Not intact,NR,,In Vitro,Culture,Lab,,Active ingredient,,1444,,,,,ppm,Cell(s),Viability,EC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Wasel,O., K.M. Thompson, Y. Gao, A.E. Godfrey, J. Gao, C.T. Mahapatra, L.S. Lee, M.S. Sepulveda, and J.L. Freeman",185624,Comparison of Zebrafish In Vitro and In Vivo Developmental Toxicity Assessments of Perfluoroalkyl Acids (PFAAs),J. Toxicol. Environ. Health Part A84:125-136,2020,Purity:  NR - NR | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1893,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>=97,Danio rerio,Zebra Danio,Fish,Embryo,60,Minutes post-fertilization,Static,Fresh water,Lab,7,Active ingredient,,1900.78,,1728.76,,2089.92,AI mg/L,Multiple,Multiple effects reported as one result,EC50,,4,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Hagenaars,A., L. Vergauwen, W. De Coen, and D. Knapen",152104,Structure-Activity Relationship Assessment of Four Perfluorinated Chemicals Using a Prolonged Zebrafish Early Life Stage Test,Chemosphere82:764-772,2011,Purity:  NR - NR | Organism Age:  NR - NR Minutes post-fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1894,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>99,Danio rerio,Zebra Danio,Fish,Embryo,NR,Hours post fertilization,Renewal,Fresh water,Lab,,Active ingredient,,1394,,1209,,1563,AI mg/L,Mortality,Mortality,LC50,,NR,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Wasel,O., K.M. Thompson, Y. Gao, A.E. Godfrey, J. Gao, C.T. Mahapatra, L.S. Lee, M.S. Sepulveda, and J.L. Freeman",185624,Comparison of Zebrafish In Vitro and In Vivo Developmental Toxicity Assessments of Perfluoroalkyl Acids (PFAAs),J. Toxicol. Environ. Health Part A84:125-136,2020,Purity:  NR - NR | Organism Age:  5 - 6 Hours post fertilization | Duration (Days):  3.75 - 3.7917 Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1895,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Lepomis macrochirus,Bluegill,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,6452,,5252,,9433,AI mg/L,Mortality,Mortality,LC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Drottar,K.R., and H.O. Krueger",185938,"Perfluoro Butane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with Bluegill (Lepomis macrochirus)","Project 454A-114, Wildlife International Ltd.:43 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1896,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Lepomis macrochirus,Bluegill,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,6452,,5252,,9433,AI mg/L,Mortality,Mortality,LC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Drottar,K.R., and H.O. Krueger",185938,"Perfluoro Butane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with Bluegill (Lepomis macrochirus)","Project 454A-114, Wildlife International Ltd.:43 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1897,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Lepomis macrochirus,Bluegill,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,6606,,5252,,9433,AI mg/L,Mortality,Mortality,LC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Drottar,K.R., and H.O. Krueger",185938,"Perfluoro Butane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with Bluegill (Lepomis macrochirus)","Project 454A-114, Wildlife International Ltd.:43 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1898,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Lepomis macrochirus,Bluegill,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,7710,,6630,,9121,AI mg/L,Mortality,Mortality,LC50,,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,"Drottar,K.R., and H.O. Krueger",185938,"Perfluoro Butane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with Bluegill (Lepomis macrochirus)","Project 454A-114, Wildlife International Ltd.:43 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1899,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Pimephales promelas,Fathead Minnow,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,1938,,888,,3341,AI mg/L,Mortality,Mortality,LC50,,3,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185937,"Perfluorobutane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with the Fathead Minnow (Pimephales promelas)","Wildlife International Ltd., Project No. 454A-115:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1900,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Pimephales promelas,Fathead Minnow,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,1938,,888,,3341,AI mg/L,Mortality,Mortality,LC50,,4,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185937,"Perfluorobutane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with the Fathead Minnow (Pimephales promelas)","Wildlife International Ltd., Project No. 454A-115:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1901,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>=97,Danio rerio,Zebra Danio,Fish,Embryo,60,Minutes post-fertilization,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Mortality,Mortality,LC50,,5,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Hagenaars,A., L. Vergauwen, W. De Coen, and D. Knapen",152104,Structure-Activity Relationship Assessment of Four Perfluorinated Chemicals Using a Prolonged Zebrafish Early Life Stage Test,Chemosphere82:764-772,2011,Purity:  NR - NR | Organism Age:  NR - NR Minutes post-fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1902,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Pimephales promelas,Fathead Minnow,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,1999,,1655,,3341,AI mg/L,Mortality,Mortality,LC50,,2,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185937,"Perfluorobutane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with the Fathead Minnow (Pimephales promelas)","Wildlife International Ltd., Project No. 454A-115:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1903,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Measured,NR,Pimephales promelas,Fathead Minnow,Fish,Juvenile,NR,,Static,Fresh water,Lab,6,Active ingredient,,2118,,1655,,3341,AI mg/L,Mortality,Mortality,LC50,,1,Day(s),,,,,,,--,,,,,,,,,,,,,,,Wildlife International Ltd.,185937,"Perfluorobutane Sulfonate, Potassium Salt (PFBS): A 96-Hour Static Acute Toxicity Test with the Fathead Minnow (Pimephales promelas)","Wildlife International Ltd., Project No. 454A-115:42 p.",2001,Purity:  97.3 - 97.9 | Organism Age:  NR - NR NR | Duration (Days):  NR - NR Day(s) | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
SN1904,29420493,"1,1,2,2,3,3,4,4,4-Nonafluoro-1-butanesulfonic acid potassium salt (1:1)",,Unmeasured,>=97,Danio rerio,Zebra Danio,Fish,Embryo,60,Minutes post-fertilization,Static,Fresh water,Lab,7,Active ingredient,>,3000,,,,,AI mg/L,Mortality,Mortality,LC50,,4,Day(s) post-fertilization,,,,,,,--,,,,,,,,,,,,,,,"Hagenaars,A., L. Vergauwen, W. De Coen, and D. Knapen",152104,Structure-Activity Relationship Assessment of Four Perfluorinated Chemicals Using a Prolonged Zebrafish Early Life Stage Test,Chemosphere82:764-772,2011,Purity:  NR - NR | Organism Age:  NR - NR Minutes post-fertilization | Duration (Days):  NR - NR Day(s) post-fertilization | Conc 2 (Standardized):  NR (NR - NR) NR | Conc 3 (Standardized):  NR (NR - NR) NR
